,Date,Event-Code,Event-Name,Full Name,Fighter-2-Name,W,L,D,NC,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,TKO - Doctor's Stoppage,DQ,Overturned,Could Not Continue,Other,Details,Judge-1-Name,Judge-1-Score,Judge-2-Name,Judge-2-Score,Judge-3-Name,Judge-3-Score,Finish-Time,Finish-Round,Total-Rounds,Total-Fight-Time-Sec,Referee,Belt,Women's-Bout,Interim-Bout,Strawweight,Flyweight,Bantamweight,Featherweight,Lightweight,Welterweight,Middleweight,Light-Heavyweight,Heavyweight,Catch-Weight,Open-Weight,Super-Heavyweight,Superfight,Fight-Bonus,Performance-Bonus,KO-Bonus,Submission-Bonus,Knockdowns,Significant-Strike-Land,Significant-Strike-Attempt,Significant-Strike-Percent,Total-Strikes-Land,Total-Strikes-Attempt,Takedown-Success,Takedown-Land,Takedown-Percent,Submission-Attempt,Submission-Reverse,Control-Time-Sec,Head-Land,Head-Attempt,Body-Land,Body-Attempt,Leg-Land,Leg-Attempt,Distance-Land,Distance-Attempt,Clinch-Land,Clinch-Attempt,Ground-Land,Ground-Attempt,Fighter-Active-Status,Fight-City,Fight-State,Fight-Country,PPV-Sales,Height,Weight,Reach,Stance,Date of Birth,SLpM,StrAcc,SApM,StrDef,TdAvg,TdAcc,TdDef,SubAvg,Age-Days,Age,Round-1-Knockdown,Round-1-Significant-Strikes,Round-1-Significant-Strikes-Percent,Round-1-Total-Strikes,Round-1-Takedowns,Round-1-Takedown-Percent,Round-1-Submission-Attempt,Round-1-Submission-Reverse,Round-1-Control-Time,Round-1-Head,Round-1-Body,Round-1-Leg,Round-1-Distance,Round-1-Clinch,Round-1-Ground,Round-2-Knockdown,Round-2-Significant-Strikes,Round-2-Significant-Strikes-Percent,Round-2-Total-Strikes,Round-2-Takedowns,Round-2-Takedown-Percent,Round-2-Submission-Attempt,Round-2-Submission-Reverse,Round-2-Control-Time,Round-2-Head,Round-2-Body,Round-2-Leg,Round-2-Distance,Round-2-Clinch,Round-2-Ground,Round-3-Knockdown,Round-3-Significant-Strikes,Round-3-Significant-Strikes-Percent,Round-3-Total-Strikes,Round-3-Takedowns,Round-3-Takedown-Percent,Round-3-Submission-Attempt,Round-3-Submission-Reverse,Round-3-Control-Time,Round-3-Head,Round-3-Body,Round-3-Leg,Round-3-Distance,Round-3-Clinch,Round-3-Ground,Round-4-Knockdown,Round-4-Significant-Strikes,Round-4-Significant-Strikes-Percent,Round-4-Total-Strikes,Round-4-Takedowns,Round-4-Takedown-Percent,Round-4-Submission-Attempt,Round-4-Submission-Reverse,Round-4-Control-Time,Round-4-Head,Round-4-Body,Round-4-Leg,Round-4-Distance,Round-4-Clinch,Round-4-Ground,Round-5-Knockdown,Round-5-Significant-Strikes,Round-5-Significant-Strikes-Percent,Round-5-Total-Strikes,Round-5-Takedowns,Round-5-Takedown-Percent,Round-5-Submission-Attempt,Round-5-Submission-Reverse,Round-5-Control-Time,Round-5-Head,Round-5-Body,Round-5-Leg,Round-5-Distance,Round-5-Clinch,Round-5-Ground
21,2012-10-05 00:00:00,6a0b80a24f22e152,UFC on FX: Browne vs Bigfoot,Aaron Simpson,Mike Pierce,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0:29,2,3,329,Darryl Guthmiller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,44,63,50,72,1,1,100,1,0,47,23,32,4,11,1,1,10,20,14,20,4,4,0,Minneapolis, Minnesota, USA,,"6' 0""",170,73,Orthodox,1974-07-20 00:00:00,3.6,52,2.53,56,3.78,34,83,0.5,13957,38,1,27 of 39,69,49 of 67,1 of 1,100,1,0,0:47,22 of 29,4 of 9,1 of 1,9 of 15,14 of 20,4 of 4,0,1 of 5,20,1 of 5,0 of 0,0,0,0,0:00,1 of 3,0 of 2,0 of 0,1 of 5,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
22,2011-10-08 00:00:00,7d5b12de1625984e,UFC 136: Edgar vs Maynard 3,Aaron Simpson,Eric Schafer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,David Lassiter,30 - 27,Dan Mathisen,30 - 27,Charles Phillips,30 - 27,5:00,3,3,900,Jacob Montalvo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,58,140,41,63,145,0,0,,0,0,30,41,109,17,31,0,0,43,111,13,24,2,5,0,Houston, Texas, USA,225000,"6' 0""",170,73,Orthodox,1974-07-20 00:00:00,3.6,52,2.53,56,3.78,34,83,0.5,13594,37,1,21 of 55,38,25 of 59,0 of 0,0,0,0,0:25,13 of 45,8 of 10,0 of 0,13 of 40,7 of 12,1 of 3,1,26 of 55,47,27 of 56,0 of 0,0,0,0,0:05,20 of 42,6 of 13,0 of 0,19 of 41,6 of 12,1 of 2,0,11 of 30,36,11 of 30,0 of 0,0,0,0,0:00,8 of 22,3 of 8,0 of 0,11 of 30,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
23,2011-07-02 00:00:00,83fd97284f4bb4a4,UFC 132: Cruz vs Faber,Aaron Simpson,Brad Tavares,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Sal D'amato,30 - 27,Lester Griffin,30 - 27,Glenn Trowbridge,30 - 27,5:00,3,3,900,Josh Rosenthal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,66,65,127,156,2,15,13,2,0,659,13,30,7,8,23,28,8,21,32,42,3,3,0,Las Vegas, Nevada, USA,350000,"6' 0""",170,73,Orthodox,1974-07-20 00:00:00,3.6,52,2.53,56,3.78,34,83,0.5,13496,36,0,19 of 31,61,39 of 56,0 of 6,0,0,0,3:46,3 of 13,3 of 4,13 of 14,3 of 10,16 of 21,0 of 0,0,13 of 15,86,49 of 51,0 of 2,0,2,0,3:26,6 of 7,2 of 2,5 of 6,1 of 2,10 of 11,2 of 2,0,11 of 20,55,39 of 49,2 of 7,28,0,0,3:47,4 of 10,2 of 2,5 of 8,4 of 9,6 of 10,1 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
24,2011-03-26 00:00:00,8a59d346dc976a10,UFC Fight Night: Nogueira vs Davis,Aaron Simpson,Mario Miranda,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Terry Boehlke,26 - 30,Chris Lee,27 - 30,Glenn Trowbridge,27 - 30,5:00,3,3,900,Dan Miragliotta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,75,78,122,158,10,26,38,0,0,761,12,28,4,4,43,43,3,12,36,36,20,27,0,Seattle, Washington, USA,,"6' 0""",170,73,Orthodox,1974-07-20 00:00:00,3.6,52,2.53,56,3.78,34,83,0.5,13398,36,0,22 of 29,75,46 of 62,3 of 8,37,0,0,3:48,7 of 14,1 of 1,14 of 14,0 of 4,14 of 14,8 of 11,0,22 of 26,84,45 of 55,4 of 9,44,0,0,4:25,4 of 8,2 of 2,16 of 16,2 of 6,15 of 15,5 of 5,0,15 of 20,75,31 of 41,3 of 9,33,0,0,4:28,1 of 6,1 of 1,13 of 13,1 of 2,7 of 7,7 of 11,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
25,2010-06-19 00:00:00,9bcf8603ceb25680,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Aaron Simpson,Chris Leben,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,4:17,2,3,557,Josh Rosenthal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,43,78,55,56,94,2,10,20,1,0,224,28,59,9,13,6,6,19,50,20,22,4,6,0,Las Vegas, Nevada, USA,,"6' 0""",170,73,Orthodox,1974-07-20 00:00:00,3.6,52,2.53,56,3.78,34,83,0.5,13118,35,0,26 of 40,65,36 of 53,2 of 5,40,1,0,2:44,18 of 30,3 of 5,5 of 5,8 of 18,14 of 16,4 of 6,0,17 of 38,44,20 of 41,0 of 5,0,0,0,1:00,10 of 29,6 of 8,1 of 1,11 of 32,6 of 6,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
26,2009-08-29 00:00:00,c6a33ff198aaaeeb,UFC 102: Couture vs Nogueira,Aaron Simpson,Ed Herman,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Knee Injury,,,,,,,0:17,2,3,317,Yves Lavigne,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25,50,50,39,66,3,3,100,0,0,186,21,45,2,3,2,2,8,20,3,3,14,27,0,Portland, Oregon, USA,435000,"6' 0""",170,73,Orthodox,1974-07-20 00:00:00,3.6,52,2.53,56,3.78,34,83,0.5,12824,35,1,25 of 49,51,39 of 65,2 of 2,100,0,0,3:05,21 of 44,2 of 3,2 of 2,8 of 20,3 of 3,14 of 26,0,0 of 1,0,0 of 1,1 of 1,100,0,0,0:01,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
27,2012-07-11 00:00:00,d3b5ad3b15a64a18,UFC on FUEL TV: Munoz vs Weidman,Aaron Simpson,Kenny Robertson,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Steve Morrow,30 - 27,Ray Balewicz,29 - 28,Dan Stell,29 - 28,5:00,3,3,900,Marcos Rosales,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,70,68,97,135,6,14,42,0,0,625,27,47,10,12,11,11,5,17,18,22,25,31,0,San Jose, California, USA,,"6' 0""",170,73,Orthodox,1974-07-20 00:00:00,3.6,52,2.53,56,3.78,34,83,0.5,13871,38,0,11 of 21,52,20 of 31,2 of 7,28,0,0,2:02,3 of 11,5 of 7,3 of 3,4 of 11,7 of 10,0 of 0,0,19 of 22,86,39 of 47,2 of 4,50,0,0,4:32,11 of 14,2 of 2,6 of 6,0 of 1,8 of 8,11 of 13,0,18 of 27,66,38 of 57,2 of 3,66,0,0,3:51,13 of 22,3 of 3,2 of 2,1 of 5,3 of 4,14 of 18,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
28,2010-11-20 00:00:00,dd992d569aaebee6,UFC 123: Rampage vs Machida,Aaron Simpson,Mark Munoz,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Jeff Blatnick,29 - 28,Kelvin Caldwell,29 - 28,Cardo Urso,29 - 28,5:00,3,3,900,Marc Fennell,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,118,36,70,146,5,11,45,0,0,194,21,90,18,24,4,4,27,85,14,30,2,3,0,Auburn Hills, Michigan, USA,500000,"6' 0""",170,73,Orthodox,1974-07-20 00:00:00,3.6,52,2.53,56,3.78,34,83,0.5,13272,36,0,13 of 39,33,23 of 49,1 of 4,25,0,0,1:23,7 of 31,3 of 5,3 of 3,6 of 28,5 of 9,2 of 2,0,13 of 41,31,16 of 44,3 of 4,75,0,0,0:52,5 of 30,8 of 11,0 of 0,12 of 36,1 of 4,0 of 1,0,17 of 38,44,31 of 53,1 of 3,33,0,0,0:59,9 of 29,7 of 8,1 of 1,9 of 21,8 of 17,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
29,2010-12-04 00:00:00,5d7bdab5e03e3216,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Aaron Wilkinson,Cody McKenzie,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2:03,1,3,123,Chris Tognoni,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,100,0,1,64,0,1,0,0,0,0,0,1,0,0,0,0,0,Las Vegas, Nevada, USA,,"5' 10""",155,,,1987-01-31 00:00:00,0,0,0,100,7.32,100,0,0,8708,23,0,0 of 1,0,0 of 1,1 of 1,100,0,1,1:04,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
30,2018-01-20 00:00:00,02177caefe7c07d4,UFC 220: Miocic vs. Ngannou,Abdul Razak Alhassan,Sabah Homasi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,3:47,1,3,227,Steve Rita,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13,33,39,20,42,0,0,,0,0,2,11,29,0,1,2,3,11,28,2,5,0,0,1,Boston, Massachusetts, USA,380000,"5' 10""",170,73,Orthodox,1985-08-11 00:00:00,3.71,47,4.24,53,0.53,28,55,0,11850,32,1,13 of 33,39,20 of 42,0 of 0,0,0,0,0:02,11 of 29,0 of 1,2 of 3,11 of 28,2 of 5,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
31,2020-07-15 00:00:00,18f5669a92e99d92,UFC Fight Night: Kattar vs. Ige,Abdul Razak Alhassan,Mounir Lazzez,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Ben Cartlidge,27 - 30,Clemens Werner,27 - 30,Vito Paolillo,28 - 29,5:00,3,3,900,Daniel Movahedi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,67,133,50,70,136,1,4,25,0,0,91,49,108,6,6,12,19,61,119,6,14,0,0,1,Abu Dhabi, Abu Dhabi, United Arab Emirates,,"5' 10""",170,73,Orthodox,1985-08-11 00:00:00,3.71,47,4.24,53,0.53,28,55,0,12757,34,0,39 of 83,46,42 of 86,0 of 0,0,0,0,0:00,30 of 70,5 of 5,4 of 8,38 of 81,1 of 2,0 of 0,0,18 of 31,58,18 of 31,0 of 0,0,0,0,0:00,12 of 23,0 of 0,6 of 8,18 of 28,0 of 3,0 of 0,0,10 of 19,52,10 of 19,1 of 4,25,0,0,1:31,7 of 15,1 of 1,2 of 3,5 of 10,5 of 9,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
32,2017-05-28 00:00:00,1c7cce2f5c17160d,UFC Fight Night: Gustafsson vs. Teixeira,Abdul Razak Alhassan,Omari Akhmedov,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Mans Nilsson,27 - 30,Jorgen Segerlind,29 - 28,Andy Roberts,27 - 30,5:00,3,3,900,Bobby Rehman,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,99,43,44,102,0,0,,0,1,1,37,88,3,5,3,6,37,91,6,8,0,0,1,Stockholm,,Sweden,,"5' 10""",170,73,Orthodox,1985-08-11 00:00:00,3.71,47,4.24,53,0.53,28,55,0,11613,31,0,9 of 31,29,9 of 32,0 of 0,0,0,0,0:00,5 of 24,2 of 3,2 of 4,8 of 29,1 of 2,0 of 0,0,20 of 38,52,21 of 39,0 of 0,0,0,0,0:00,18 of 36,1 of 1,1 of 1,20 of 38,0 of 0,0 of 0,0,14 of 30,46,14 of 31,0 of 0,0,0,1,0:01,14 of 28,0 of 1,0 of 1,9 of 24,5 of 6,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
33,2020-11-14 00:00:00,3bc27ec15facbcf3,UFC Fight Night: Felder vs. Dos Anjos,Abdul Razak Alhassan,Khaos Williams,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0:30,1,3,30,Mark Smith,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,100,2,2,0,0,,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,Las Vegas, Nevada, USA,,"5' 10""",170,73,Orthodox,1985-08-11 00:00:00,3.71,47,4.24,53,0.53,28,55,0,12879,35,0,2 of 2,100,2 of 2,0 of 0,0,0,0,0:00,0 of 0,0 of 0,2 of 2,2 of 2,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
34,2021-04-17 00:00:00,4a35913bd9aa4161,UFC Fight Night: Whittaker vs. Gastelum,Abdul Razak Alhassan,Jacob Malkoun,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Chris Lee,27 - 30,Adalaide Byrd,27 - 30,Junichiro Kamijo,27 - 30,5:00,3,3,900,Chris Tognoni,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,47,44,32,59,0,0,,0,0,2,11,33,9,12,1,2,14,38,5,6,2,3,1,Las Vegas, Nevada, USA,,"5' 10""",170,73,Orthodox,1985-08-11 00:00:00,3.71,47,4.24,53,0.53,28,55,0,13033,35,0,10 of 21,47,11 of 22,0 of 0,0,0,0,0:00,6 of 14,4 of 6,0 of 1,6 of 17,2 of 2,2 of 2,0,4 of 9,44,6 of 11,0 of 0,0,0,0,0:00,1 of 6,2 of 2,1 of 1,4 of 9,0 of 0,0 of 0,0,7 of 17,41,15 of 26,0 of 0,0,0,0,0:02,4 of 13,3 of 4,0 of 0,4 of 12,3 of 4,0 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
35,2016-11-19 00:00:00,6810d8d2dd557cf9,UFC Fight Night: Mousasi vs. Hall 2,Abdul Razak Alhassan,Charlie Ward,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0:53,1,3,53,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,12,22,54,12,22,0,0,,0,0,7,12,22,0,0,0,0,7,16,2,2,3,4,1,Belfast, Northern Ireland, United Kingdom,,"5' 10""",170,73,Orthodox,1985-08-11 00:00:00,3.71,47,4.24,53,0.53,28,55,0,11423,31,3,12 of 22,54,12 of 22,0 of 0,0,0,0,0:07,12 of 22,0 of 0,0 of 0,7 of 16,2 of 2,3 of 4,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
36,2017-12-02 00:00:00,9e30f69cc0869301,UFC 218: Holloway vs. Aldo 2,Abdul Razak Alhassan,Sabah Homasi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,4:21,1,3,261,Herb Dean,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,61,44,34,70,1,3,33,0,0,137,22,55,2,2,3,4,18,48,9,13,0,0,1,Detroit, Michigan, USA,230000,"5' 10""",170,73,Orthodox,1985-08-11 00:00:00,3.71,47,4.24,53,0.53,28,55,0,11801,32,1,27 of 61,44,34 of 70,1 of 3,33,0,0,2:17,22 of 55,2 of 2,3 of 4,18 of 48,9 of 13,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
37,2018-09-08 00:00:00,d5ae8074631762fc,UFC 228: Woodley vs. Till,Abdul Razak Alhassan,Niko Price,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0:43,1,3,43,Jacob Montalvo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,21,71,15,21,0,0,,0,0,2,11,17,3,3,1,1,14,20,1,1,0,0,1,Dallas, Texas, USA,130000,"5' 10""",170,73,Orthodox,1985-08-11 00:00:00,3.71,47,4.24,53,0.53,28,55,0,12081,33,1,15 of 21,71,15 of 21,0 of 0,0,0,0,0:02,11 of 17,3 of 3,1 of 1,14 of 20,1 of 1,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
38,2017-09-02 00:00:00,a3244e3238541482,UFC Fight Night: Volkov vs. Struve,Abdul-Kerim Edilov,Bojan Mihajlovic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,2:32,2,3,452,Kevin Sataki,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,125,61,150,210,2,2,100,1,0,331,59,105,16,17,2,3,9,22,6,12,62,91,0,Rotterdam, Zuid-Holland, Netherlands,,"6' 2""",205,,Orthodox,1991-11-25 00:00:00,10.22,61,0.13,92,3.98,100,0,2,9413,25,0,52 of 84,61,104 of 144,1 of 1,100,0,0,3:46,39 of 69,11 of 12,2 of 3,6 of 12,6 of 12,40 of 60,0,25 of 41,60,46 of 66,1 of 1,100,1,0,1:45,20 of 36,5 of 5,0 of 0,3 of 10,0 of 0,22 of 31,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
39,2016-01-02 00:00:00,380e8b023290d091,UFC 195: Lawler vs Condit,Abel Trujillo,Tony Sims,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,3:18,1,3,198,Herb Dean,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,36,4,11,0,2,0,1,0,17,2,8,2,3,0,0,3,10,1,1,0,0,0,Las Vegas, Nevada, USA,230000,"5' 8""",155,70,Orthodox,1983-09-18 00:00:00,2.65,41,2.31,59,2.18,45,40,0.4,11794,32,0,4 of 11,36,4 of 11,0 of 2,0,1,0,0:17,2 of 8,2 of 3,0 of 0,3 of 10,1 of 1,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
40,2013-05-25 00:00:00,3c241737a6069b9f,UFC 160: Velasquez vs Silva 2,Abel Trujillo,Khabib Nurmagomedov,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Dave Hagen,27 - 30,Chris Lee,27 - 30,Roy Silbert,27 - 30,5:00,3,3,900,Mario Yamasaki,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,36,18,39,1,1,100,0,0,97,8,27,3,3,0,0,4,21,4,4,3,5,0,Las Vegas, Nevada, USA,380000,"5' 8""",155,70,Orthodox,1983-09-18 00:00:00,2.65,41,2.31,59,2.18,45,40,0.4,10842,29,0,2 of 10,20,4 of 12,1 of 1,100,0,0,1:25,1 of 9,1 of 1,0 of 0,1 of 9,0 of 0,1 of 1,0,8 of 17,47,10 of 19,0 of 0,0,0,0,0:08,7 of 16,1 of 1,0 of 0,3 of 11,3 of 3,2 of 3,0,1 of 3,33,4 of 8,0 of 0,0,0,0,0:04,0 of 2,1 of 1,0 of 0,0 of 1,1 of 1,0 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
41,2013-12-14 00:00:00,480b702debcb5433,UFC on FOX: Johnson vs. Benavidez 2,Abel Trujillo,Roger Bowling,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,1:35,2,3,395,John McCarthy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,64,67,48,69,5,6,83,0,0,132,29,48,11,13,3,3,15,33,11,12,17,19,0,Sacramento, California, USA,,"5' 8""",155,70,Orthodox,1983-09-18 00:00:00,2.65,41,2.31,59,2.18,45,40,0.4,11045,30,0,33 of 48,68,36 of 51,3 of 4,75,0,0,1:07,20 of 34,10 of 11,3 of 3,13 of 28,11 of 11,9 of 9,0,10 of 16,62,12 of 18,2 of 2,100,0,0,1:05,9 of 14,1 of 2,0 of 0,2 of 5,0 of 1,8 of 10,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
42,2015-11-07 00:00:00,5345f86680378fc1,UFC Fight Night: Belfort vs Henderson 3,Abel Trujillo,Gleison Tibau,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Overturned - Failed Drug Test by Tibau,,,,,,,1:45,1,3,105,Keith Peterson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Sao Paulo, Sao Paulo, Brazil,,"5' 8""",155,70,Orthodox,1983-09-18 00:00:00,2.65,41,2.31,59,2.18,45,40,0.4,11738,32,0,0 of 0,0,5 of 5,0 of 0,0,0,0,0:02,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
43,2017-02-04 00:00:00,6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,Abel Trujillo,James Vick,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,0:49,3,3,649,Kerry Hatley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,33,14,36,1,5,20,0,0,135,9,30,1,2,1,1,11,32,0,1,0,0,0,Houston, Texas, USA,,"5' 8""",155,70,Orthodox,1983-09-18 00:00:00,2.65,41,2.31,59,2.18,45,40,0.4,12193,33,0,3 of 12,25,5 of 14,1 of 2,50,0,0,1:48,1 of 9,1 of 2,1 of 1,3 of 12,0 of 0,0 of 0,0,5 of 18,27,6 of 19,0 of 2,0,0,0,0:27,5 of 18,0 of 0,0 of 0,5 of 17,0 of 1,0 of 0,0,3 of 3,100,3 of 3,0 of 1,0,0,0,0:00,3 of 3,0 of 0,0 of 0,3 of 3,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
44,2016-05-29 00:00:00,990060b2a68a7b82,UFC Fight Night: Almeida vs Garbrandt,Abel Trujillo,Jordan Rinaldi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Chris Lee,28 - 29,Patricia Morse-Jarman,28 - 29,Glenn Trowbridge,28 - 29,5:00,3,3,900,Herb Dean,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,80,43,57,102,3,3,100,0,0,244,29,72,6,8,0,0,25,63,4,7,6,10,0,Las Vegas, Nevada, USA,,"5' 8""",155,70,Orthodox,1983-09-18 00:00:00,2.65,41,2.31,59,2.18,45,40,0.4,11942,32,0,7 of 22,31,13 of 28,1 of 1,100,0,0,1:43,6 of 20,1 of 2,0 of 0,6 of 20,0 of 1,1 of 1,0,3 of 10,30,6 of 13,1 of 1,100,0,0,1:06,2 of 9,1 of 1,0 of 0,1 of 4,0 of 0,2 of 6,0,25 of 48,52,38 of 61,1 of 1,100,0,0,1:15,21 of 43,4 of 5,0 of 0,18 of 39,4 of 6,3 of 3,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
